SalesAmount,Sales_Year,Month,PreviousSalesAmount,MoM_Perc,MoM_Diff
"$ 694,314.98",2023,June,"$ 719,435.19",-3.49%,"$ -25,120.21"
"$ 710,966.62",2023,July,"$ 694,314.98",2.4%,"$ 16,651.64"
"$ 643,647.63",2023,August,"$ 710,966.62",-9.47%,"$ -67,318.99"
"$ 663,732.49",2023,September,"$ 643,647.63",3.12%,"$ 20,084.86"
"$ 725,512.27",2023,October,"$ 663,732.49",9.31%,"$ 61,779.78"
"$ 677,472.76",2023,November,"$ 725,512.27",-6.62%,"$ -48,039.51"
"$ 909,377.41",2023,December,"$ 677,472.76",34.23%,"$ 231,904.65"
"$ 703,580.98",2024,January,"$ 909,377.41",-22.63%,"$ -205,796.43"
"$ 689,000.89",2024,Febuary,"$ 703,580.98",-2.07%,"$ -14,580.09"
"$ 684,181.32",2024,March,"$ 689,000.89",-0.7%,"$ -4,819.57"
"$ 685,392.66",2024,April,"$ 684,181.32",0.18%,"$ 1,211.34"
"$ 743,600.85",2024,May,"$ 685,392.66",8.49%,"$ 58,208.19"
"$ 642,775.37",2024,June,"$ 743,600.85",-13.56%,"$ -100,825.48"
"$ 702,001.92",2024,July,"$ 642,775.37",9.21%,"$ 59,226.55"
"$ 715,519.07",2024,August,"$ 702,001.92",1.93%,"$ 13,517.15"
"$ 737,987.81",2024,September,"$ 715,519.07",3.14%,"$ 22,468.74"
"$ 696,574.40",2024,October,"$ 737,987.81",-5.61%,"$ -41,413.41"
"$ 697,837.24",2024,November,"$ 696,574.40",0.18%,"$ 1,262.84"
"$ 940,137.44",2024,December,"$ 697,837.24",34.72%,"$ 242,300.20"
"$ 351,681.49",2019,January,,,
"$ 316,388.05",2019,Febuary,"$ 351,681.49",-10.04%,"$ -35,293.44"
"$ 330,498.44",2019,March,"$ 316,388.05",4.46%,"$ 14,110.39"
"$ 349,359.70",2019,April,"$ 330,498.44",5.71%,"$ 18,861.26"
"$ 349,383.55",2019,May,"$ 349,359.70",0.01%,$ 23.85
"$ 354,967.52",2019,June,"$ 349,383.55",1.6%,"$ 5,583.97"
"$ 344,077.06",2019,July,"$ 354,967.52",-3.07%,"$ -10,890.46"
"$ 331,641.13",2019,August,"$ 344,077.06",-3.61%,"$ -12,435.93"
"$ 345,414.87",2019,September,"$ 331,641.13",4.15%,"$ 13,773.74"
"$ 346,852.29",2019,October,"$ 345,414.87",0.42%,"$ 1,437.42"
"$ 336,468.01",2019,November,"$ 346,852.29",-2.99%,"$ -10,384.28"
"$ 436,661.37",2019,December,"$ 336,468.01",29.78%,"$ 100,193.36"
"$ 407,712.85",2020,January,"$ 436,661.37",-6.63%,"$ -28,948.52"
"$ 389,258.80",2020,Febuary,"$ 407,712.85",-4.53%,"$ -18,454.05"
"$ 411,901.50",2020,March,"$ 389,258.80",5.82%,"$ 22,642.70"
"$ 392,761.35",2020,April,"$ 411,901.50",-4.65%,"$ -19,140.15"
"$ 400,947.75",2020,May,"$ 392,761.35",2.08%,"$ 8,186.40"
"$ 373,668.31",2020,June,"$ 400,947.75",-6.8%,"$ -27,279.44"
"$ 422,833.14",2020,July,"$ 373,668.31",13.16%,"$ 49,164.83"
"$ 403,910.45",2020,August,"$ 422,833.14",-4.48%,"$ -18,922.69"
"$ 394,068.64",2020,September,"$ 403,910.45",-2.44%,"$ -9,841.81"
"$ 391,862.75",2020,October,"$ 394,068.64",-0.56%,"$ -2,205.89"
"$ 406,090.83",2020,November,"$ 391,862.75",3.63%,"$ 14,228.08"
"$ 475,268.24",2020,December,"$ 406,090.83",17.03%,"$ 69,177.41"
"$ 366,148.05",2021,January,"$ 475,268.24",-22.96%,"$ -109,120.19"
"$ 313,918.33",2021,Febuary,"$ 366,148.05",-14.26%,"$ -52,229.72"
"$ 341,147.28",2021,March,"$ 313,918.33",8.67%,"$ 27,228.95"
"$ 351,563.47",2021,April,"$ 341,147.28",3.05%,"$ 10,416.19"
"$ 342,609.26",2021,May,"$ 351,563.47",-2.55%,"$ -8,954.21"
"$ 341,293.62",2021,June,"$ 342,609.26",-0.38%,"$ -1,315.64"
"$ 339,345.96",2021,July,"$ 341,293.62",-0.57%,"$ -1,947.66"
"$ 336,535.02",2021,August,"$ 339,345.96",-0.83%,"$ -2,810.94"
"$ 325,047.81",2021,September,"$ 336,535.02",-3.41%,"$ -11,487.21"
"$ 304,542.91",2021,October,"$ 325,047.81",-6.31%,"$ -20,504.90"
"$ 333,178.84",2021,November,"$ 304,542.91",9.4%,"$ 28,635.93"
"$ 440,139.82",2021,December,"$ 333,178.84",32.1%,"$ 106,960.98"
"$ 352,116.98",2022,January,"$ 440,139.82",-20%,"$ -88,022.84"
"$ 336,585.05",2022,Febuary,"$ 352,116.98",-4.41%,"$ -15,531.93"
"$ 346,324.27",2022,March,"$ 336,585.05",2.89%,"$ 9,739.22"
"$ 340,450.68",2022,April,"$ 346,324.27",-1.7%,"$ -5,873.59"
"$ 347,652.70",2022,May,"$ 340,450.68",2.12%,"$ 7,202.02"
"$ 344,688.52",2022,June,"$ 347,652.70",-0.85%,"$ -2,964.18"
"$ 354,333.61",2022,July,"$ 344,688.52",2.8%,"$ 9,645.09"
"$ 348,948.00",2022,August,"$ 354,333.61",-1.52%,"$ -5,385.61"
"$ 358,962.34",2022,September,"$ 348,948.00",2.87%,"$ 10,014.34"
"$ 392,957.07",2022,October,"$ 358,962.34",9.47%,"$ 33,994.73"
"$ 350,277.91",2022,November,"$ 392,957.07",-10.86%,"$ -42,679.16"
"$ 420,764.69",2022,December,"$ 350,277.91",20.12%,"$ 70,486.78"
"$ 346,014.80",2023,January,"$ 420,764.69",-17.77%,"$ -74,749.89"
"$ 319,304.65",2023,Febuary,"$ 346,014.80",-7.72%,"$ -26,710.15"
"$ 352,325.29",2023,March,"$ 319,304.65",10.34%,"$ 33,020.64"
"$ 334,905.42",2023,April,"$ 352,325.29",-4.94%,"$ -17,419.87"
"$ 351,785.67",2023,May,"$ 334,905.42",5.04%,"$ 16,880.25"
"$ 359,914.85",2023,June,"$ 351,785.67",2.31%,"$ 8,129.18"
"$ 344,802.28",2023,July,"$ 359,914.85",-4.2%,"$ -15,112.57"
"$ 350,424.62",2023,August,"$ 344,802.28",1.63%,"$ 5,622.34"
"$ 338,588.94",2023,September,"$ 350,424.62",-3.38%,"$ -11,835.68"
"$ 359,518.00",2023,October,"$ 338,588.94",6.18%,"$ 20,929.06"
"$ 325,267.78",2023,November,"$ 359,518.00",-9.53%,"$ -34,250.22"
"$ 405,192.72",2023,December,"$ 325,267.78",24.57%,"$ 79,924.94"
"$ 360,119.23",2024,January,"$ 405,192.72",-11.12%,"$ -45,073.49"
"$ 300,849.79",2024,Febuary,"$ 360,119.23",-16.46%,"$ -59,269.44"
"$ 331,990.17",2024,March,"$ 300,849.79",10.35%,"$ 31,140.38"
"$ 323,652.95",2024,April,"$ 331,990.17",-2.51%,"$ -8,337.22"
"$ 356,013.26",2024,May,"$ 323,652.95",10%,"$ 32,360.31"
"$ 327,768.49",2024,June,"$ 356,013.26",-7.93%,"$ -28,244.77"
"$ 322,975.81",2024,July,"$ 327,768.49",-1.46%,"$ -4,792.68"
"$ 348,164.35",2024,August,"$ 322,975.81",7.8%,"$ 25,188.54"
"$ 344,023.15",2024,September,"$ 348,164.35",-1.19%,"$ -4,141.20"
"$ 349,235.02",2024,October,"$ 344,023.15",1.51%,"$ 5,211.87"
"$ 354,259.50",2024,November,"$ 349,235.02",1.44%,"$ 5,024.48"
"$ 429,865.01",2024,December,"$ 354,259.50",21.34%,"$ 75,605.51"
"$ 337,081.18",2019,January,,,
"$ 281,504.95",2019,Febuary,"$ 337,081.18",-16.49%,"$ -55,576.23"
"$ 335,557.31",2019,March,"$ 281,504.95",19.2%,"$ 54,052.36"
"$ 322,810.86",2019,April,"$ 335,557.31",-3.8%,"$ -12,746.45"
"$ 351,959.79",2019,May,"$ 322,810.86",9.03%,"$ 29,148.93"
"$ 311,596.91",2019,June,"$ 351,959.79",-11.47%,"$ -40,362.88"
"$ 336,808.45",2019,July,"$ 311,596.91",8.09%,"$ 25,211.54"
"$ 338,230.13",2019,August,"$ 336,808.45",0.42%,"$ 1,421.68"
"$ 336,987.28",2019,September,"$ 338,230.13",-0.37%,"$ -1,242.85"
"$ 338,232.71",2019,October,"$ 336,987.28",0.37%,"$ 1,245.43"
"$ 327,132.03",2019,November,"$ 338,232.71",-3.28%,"$ -11,100.68"
"$ 483,267.26",2019,December,"$ 327,132.03",47.73%,"$ 156,135.23"
"$ 452,634.17",2020,January,"$ 483,267.26",-6.34%,"$ -30,633.09"
"$ 389,490.31",2020,Febuary,"$ 452,634.17",-13.95%,"$ -63,143.86"
"$ 431,612.70",2020,March,"$ 389,490.31",10.81%,"$ 42,122.39"
"$ 403,744.97",2020,April,"$ 431,612.70",-6.46%,"$ -27,867.73"
"$ 401,397.41",2020,May,"$ 403,744.97",-0.58%,"$ -2,347.56"
"$ 403,193.78",2020,June,"$ 401,397.41",0.45%,"$ 1,796.37"
"$ 399,379.84",2020,July,"$ 403,193.78",-0.95%,"$ -3,813.94"
"$ 401,131.59",2020,August,"$ 399,379.84",0.44%,"$ 1,751.75"
"$ 402,741.78",2020,September,"$ 401,131.59",0.4%,"$ 1,610.19"
"$ 410,403.89",2020,October,"$ 402,741.78",1.9%,"$ 7,662.11"
"$ 375,513.70",2020,November,"$ 410,403.89",-8.5%,"$ -34,890.19"
"$ 483,559.09",2020,December,"$ 375,513.70",28.77%,"$ 108,045.39"
"$ 329,215.29",2021,January,"$ 483,559.09",-31.92%,"$ -154,343.80"
"$ 322,598.29",2021,Febuary,"$ 329,215.29",-2.01%,"$ -6,617.00"
"$ 324,751.22",2021,March,"$ 322,598.29",0.67%,"$ 2,152.93"
"$ 324,102.10",2021,April,"$ 324,751.22",-0.2%,$ -649.12
"$ 332,799.89",2021,May,"$ 324,102.10",2.68%,"$ 8,697.79"
"$ 304,695.53",2021,June,"$ 332,799.89",-8.44%,"$ -28,104.36"
"$ 344,984.38",2021,July,"$ 304,695.53",13.22%,"$ 40,288.85"
"$ 335,205.59",2021,August,"$ 344,984.38",-2.83%,"$ -9,778.79"
"$ 347,344.27",2021,September,"$ 335,205.59",3.62%,"$ 12,138.68"
"$ 334,467.54",2021,October,"$ 347,344.27",-3.71%,"$ -12,876.73"
"$ 321,044.87",2021,November,"$ 334,467.54",-4.01%,"$ -13,422.67"
"$ 448,447.14",2021,December,"$ 321,044.87",39.68%,"$ 127,402.27"
"$ 351,084.18",2022,January,"$ 448,447.14",-21.71%,"$ -97,362.96"
"$ 343,714.06",2022,Febuary,"$ 351,084.18",-2.1%,"$ -7,370.12"
"$ 368,850.89",2022,March,"$ 343,714.06",7.31%,"$ 25,136.83"
"$ 363,971.06",2022,April,"$ 368,850.89",-1.32%,"$ -4,879.83"
"$ 366,245.80",2022,May,"$ 363,971.06",0.62%,"$ 2,274.74"
"$ 333,599.84",2022,June,"$ 366,245.80",-8.91%,"$ -32,645.96"
"$ 343,556.76",2022,July,"$ 333,599.84",2.98%,"$ 9,956.92"
"$ 331,588.97",2022,August,"$ 343,556.76",-3.48%,"$ -11,967.79"
"$ 334,345.85",2022,September,"$ 331,588.97",0.83%,"$ 2,756.88"
"$ 361,050.92",2022,October,"$ 334,345.85",7.99%,"$ 26,705.07"
"$ 335,309.96",2022,November,"$ 361,050.92",-7.13%,"$ -25,740.96"
"$ 423,885.86",2022,December,"$ 335,309.96",26.42%,"$ 88,575.90"
"$ 362,919.17",2023,January,"$ 423,885.86",-14.38%,"$ -60,966.69"
"$ 285,150.14",2023,Febuary,"$ 362,919.17",-21.43%,"$ -77,769.03"
"$ 339,910.61",2023,March,"$ 285,150.14",19.2%,"$ 54,760.47"
"$ 323,369.35",2023,April,"$ 339,910.61",-4.87%,"$ -16,541.26"
"$ 324,410.31",2023,May,"$ 323,369.35",0.32%,"$ 1,040.96"
"$ 332,611.16",2023,June,"$ 324,410.31",2.53%,"$ 8,200.85"
"$ 343,616.40",2023,July,"$ 332,611.16",3.31%,"$ 11,005.24"
"$ 357,865.88",2023,August,"$ 343,616.40",4.15%,"$ 14,249.48"
"$ 367,381.27",2023,September,"$ 357,865.88",2.66%,"$ 9,515.39"
"$ 332,511.70",2023,October,"$ 367,381.27",-9.49%,"$ -34,869.57"
"$ 318,022.21",2023,November,"$ 332,511.70",-4.36%,"$ -14,489.49"
"$ 420,612.21",2023,December,"$ 318,022.21",32.26%,"$ 102,590.00"
"$ 345,873.64",2024,January,"$ 420,612.21",-17.77%,"$ -74,738.57"
"$ 309,978.50",2024,Febuary,"$ 345,873.64",-10.38%,"$ -35,895.14"
"$ 371,226.92",2024,March,"$ 309,978.50",19.76%,"$ 61,248.42"
"$ 311,346.53",2024,April,"$ 371,226.92",-16.13%,"$ -59,880.39"
"$ 346,125.60",2024,May,"$ 311,346.53",11.17%,"$ 34,779.07"
"$ 346,220.39",2024,June,"$ 346,125.60",0.03%,$ 94.79
"$ 343,891.42",2024,July,"$ 346,220.39",-0.67%,"$ -2,328.97"
"$ 355,204.14",2024,August,"$ 343,891.42",3.29%,"$ 11,312.72"
"$ 337,495.30",2024,September,"$ 355,204.14",-4.99%,"$ -17,708.84"
"$ 357,874.10",2024,October,"$ 337,495.30",6.04%,"$ 20,378.80"
"$ 337,301.72",2024,November,"$ 357,874.10",-5.75%,"$ -20,572.38"
"$ 436,196.02",2024,December,"$ 337,301.72",29.32%,"$ 98,894.30"
"$ 1,288,725.90",2019,January,,,
"$ 1,160,836.23",2019,Febuary,"$ 1,288,725.90",-9.92%,"$ -127,889.67"
"$ 1,252,565.48",2019,March,"$ 1,160,836.23",7.9%,"$ 91,729.25"
"$ 1,275,806.50",2019,April,"$ 1,252,565.48",1.86%,"$ 23,241.02"
"$ 1,213,025.17",2019,May,"$ 1,275,806.50",-4.92%,"$ -62,781.33"
"$ 1,198,879.84",2019,June,"$ 1,213,025.17",-1.17%,"$ -14,145.33"
"$ 1,266,411.87",2019,July,"$ 1,198,879.84",5.63%,"$ 67,532.03"
"$ 1,270,007.72",2019,August,"$ 1,266,411.87",0.28%,"$ 3,595.85"
"$ 1,279,839.20",2019,September,"$ 1,270,007.72",0.77%,"$ 9,831.48"
"$ 1,295,824.21",2019,October,"$ 1,279,839.20",1.25%,"$ 15,985.01"
"$ 1,213,278.00",2019,November,"$ 1,295,824.21",-6.37%,"$ -82,546.21"
"$ 1,748,911.48",2019,December,"$ 1,213,278.00",44.15%,"$ 535,633.48"
"$ 1,477,368.49",2020,January,"$ 1,748,911.48",-15.53%,"$ -271,542.99"
"$ 1,366,859.57",2020,Febuary,"$ 1,477,368.49",-7.48%,"$ -110,508.92"
"$ 1,522,641.71",2020,March,"$ 1,366,859.57",11.4%,"$ 155,782.14"
"$ 1,445,660.58",2020,April,"$ 1,522,641.71",-5.06%,"$ -76,981.13"
"$ 1,594,029.10",2020,May,"$ 1,445,660.58",10.26%,"$ 148,368.52"
"$ 1,469,504.84",2020,June,"$ 1,594,029.10",-7.81%,"$ -124,524.26"
"$ 1,562,899.55",2020,July,"$ 1,469,504.84",6.36%,"$ 93,394.71"
"$ 1,535,355.21",2020,August,"$ 1,562,899.55",-1.76%,"$ -27,544.34"
"$ 1,461,398.18",2020,September,"$ 1,535,355.21",-4.82%,"$ -73,957.03"
"$ 1,450,309.04",2020,October,"$ 1,461,398.18",-0.76%,"$ -11,089.14"
"$ 1,397,499.57",2020,November,"$ 1,450,309.04",-3.64%,"$ -52,809.47"
"$ 1,894,604.71",2020,December,"$ 1,397,499.57",35.57%,"$ 497,105.14"
"$ 1,237,604.68",2021,January,"$ 1,894,604.71",-34.68%,"$ -657,000.03"
"$ 1,123,117.00",2021,Febuary,"$ 1,237,604.68",-9.25%,"$ -114,487.68"
"$ 1,256,172.02",2021,March,"$ 1,123,117.00",11.85%,"$ 133,055.02"
"$ 1,216,939.24",2021,April,"$ 1,256,172.02",-3.12%,"$ -39,232.78"
"$ 1,239,149.11",2021,May,"$ 1,216,939.24",1.83%,"$ 22,209.87"
"$ 1,262,197.33",2021,June,"$ 1,239,149.11",1.86%,"$ 23,048.22"
"$ 1,213,450.07",2021,July,"$ 1,262,197.33",-3.86%,"$ -48,747.26"
"$ 1,305,970.17",2021,August,"$ 1,213,450.07",7.62%,"$ 92,520.10"
"$ 1,316,306.00",2021,September,"$ 1,305,970.17",0.79%,"$ 10,335.83"
"$ 1,282,717.22",2021,October,"$ 1,316,306.00",-2.55%,"$ -33,588.78"
"$ 1,297,801.72",2021,November,"$ 1,282,717.22",1.18%,"$ 15,084.50"
"$ 1,634,078.77",2021,December,"$ 1,297,801.72",25.91%,"$ 336,277.05"
"$ 1,277,090.91",2022,January,"$ 1,634,078.77",-21.85%,"$ -356,987.86"
"$ 1,133,687.39",2022,Febuary,"$ 1,277,090.91",-11.23%,"$ -143,403.52"
"$ 1,334,526.25",2022,March,"$ 1,133,687.39",17.72%,"$ 200,838.86"
"$ 1,379,771.84",2022,April,"$ 1,334,526.25",3.39%,"$ 45,245.59"
"$ 1,389,254.72",2022,May,"$ 1,379,771.84",0.69%,"$ 9,482.88"
"$ 1,423,092.32",2022,June,"$ 1,389,254.72",2.44%,"$ 33,837.60"
"$ 1,333,583.34",2022,July,"$ 1,423,092.32",-6.29%,"$ -89,508.98"
"$ 1,373,639.97",2022,August,"$ 1,333,583.34",3%,"$ 40,056.63"
"$ 1,321,279.64",2022,September,"$ 1,373,639.97",-3.81%,"$ -52,360.33"
"$ 1,342,582.64",2022,October,"$ 1,321,279.64",1.61%,"$ 21,303.00"
"$ 1,274,337.40",2022,November,"$ 1,342,582.64",-5.08%,"$ -68,245.24"
"$ 1,508,114.98",2022,December,"$ 1,274,337.40",18.35%,"$ 233,777.58"
"$ 1,273,885.92",2023,January,"$ 1,508,114.98",-15.53%,"$ -234,229.06"
"$ 1,172,663.06",2023,Febuary,"$ 1,273,885.92",-7.95%,"$ -101,222.86"
"$ 1,308,313.53",2023,March,"$ 1,172,663.06",11.57%,"$ 135,650.47"
"$ 1,226,318.33",2023,April,"$ 1,308,313.53",-6.27%,"$ -81,995.20"
"$ 1,293,600.46",2023,May,"$ 1,226,318.33",5.49%,"$ 67,282.13"
"$ 1,282,280.03",2023,June,"$ 1,293,600.46",-0.88%,"$ -11,320.43"
"$ 1,371,613.80",2023,July,"$ 1,282,280.03",6.97%,"$ 89,333.77"
"$ 1,281,283.92",2023,August,"$ 1,371,613.80",-6.59%,"$ -90,329.88"
"$ 1,245,563.96",2023,September,"$ 1,281,283.92",-2.79%,"$ -35,719.96"
"$ 1,256,283.64",2023,October,"$ 1,245,563.96",0.86%,"$ 10,719.68"
"$ 1,304,314.18",2023,November,"$ 1,256,283.64",3.82%,"$ 48,030.54"
"$ 1,538,482.20",2023,December,"$ 1,304,314.18",17.95%,"$ 234,168.02"
"$ 1,342,820.00",2024,January,"$ 1,538,482.20",-12.72%,"$ -195,662.20"
"$ 1,270,685.17",2024,Febuary,"$ 1,342,820.00",-5.37%,"$ -72,134.83"
"$ 1,275,508.34",2024,March,"$ 1,270,685.17",0.38%,"$ 4,823.17"
"$ 1,240,685.41",2024,April,"$ 1,275,508.34",-2.73%,"$ -34,822.93"
"$ 1,285,808.18",2024,May,"$ 1,240,685.41",3.64%,"$ 45,122.77"
"$ 1,185,664.20",2024,June,"$ 1,285,808.18",-7.79%,"$ -100,143.98"
"$ 1,273,085.21",2024,July,"$ 1,185,664.20",7.37%,"$ 87,421.01"
"$ 1,246,624.31",2024,August,"$ 1,273,085.21",-2.08%,"$ -26,460.90"
"$ 1,251,276.59",2024,September,"$ 1,246,624.31",0.37%,"$ 4,652.28"
"$ 1,257,947.23",2024,October,"$ 1,251,276.59",0.53%,"$ 6,670.64"
"$ 1,301,021.90",2024,November,"$ 1,257,947.23",3.42%,"$ 43,074.67"
"$ 1,656,907.62",2024,December,"$ 1,301,021.90",27.35%,"$ 355,885.72"
"$ 719,222.83",2019,January,,,
"$ 625,485.65",2019,Febuary,"$ 719,222.83",-13.03%,"$ -93,737.18"
"$ 685,277.08",2019,March,"$ 625,485.65",9.56%,"$ 59,791.43"
"$ 668,584.11",2019,April,"$ 685,277.08",-2.44%,"$ -16,692.97"
"$ 709,249.56",2019,May,"$ 668,584.11",6.08%,"$ 40,665.45"
"$ 687,586.56",2019,June,"$ 709,249.56",-3.05%,"$ -21,663.00"
"$ 699,678.05",2019,July,"$ 687,586.56",1.76%,"$ 12,091.49"
"$ 689,360.25",2019,August,"$ 699,678.05",-1.47%,"$ -10,317.80"
"$ 681,684.77",2019,September,"$ 689,360.25",-1.11%,"$ -7,675.48"
"$ 663,973.72",2019,October,"$ 681,684.77",-2.6%,"$ -17,711.05"
"$ 686,449.41",2019,November,"$ 663,973.72",3.39%,"$ 22,475.69"
"$ 905,772.05",2019,December,"$ 686,449.41",31.95%,"$ 219,322.64"
"$ 816,994.33",2020,January,"$ 905,772.05",-9.8%,"$ -88,777.72"
"$ 796,815.70",2020,Febuary,"$ 816,994.33",-2.47%,"$ -20,178.63"
"$ 810,334.82",2020,March,"$ 796,815.70",1.7%,"$ 13,519.12"
"$ 817,122.06",2020,April,"$ 810,334.82",0.84%,"$ 6,787.24"
"$ 853,487.73",2020,May,"$ 817,122.06",4.45%,"$ 36,365.67"
"$ 765,075.36",2020,June,"$ 853,487.73",-10.36%,"$ -88,412.37"
"$ 849,991.34",2020,July,"$ 765,075.36",11.1%,"$ 84,915.98"
"$ 840,966.82",2020,August,"$ 849,991.34",-1.06%,"$ -9,024.52"
"$ 881,757.13",2020,September,"$ 840,966.82",4.85%,"$ 40,790.31"
"$ 859,203.41",2020,October,"$ 881,757.13",-2.56%,"$ -22,553.72"
"$ 787,913.29",2020,November,"$ 859,203.41",-8.3%,"$ -71,290.12"
"$ 966,142.07",2020,December,"$ 787,913.29",22.62%,"$ 178,228.78"
"$ 645,441.24",2021,January,"$ 966,142.07",-33.19%,"$ -320,700.83"
"$ 638,079.07",2021,Febuary,"$ 645,441.24",-1.14%,"$ -7,362.17"
"$ 686,529.64",2021,March,"$ 638,079.07",7.59%,"$ 48,450.57"
"$ 685,395.04",2021,April,"$ 686,529.64",-0.17%,"$ -1,134.60"
"$ 652,462.40",2021,May,"$ 685,395.04",-4.8%,"$ -32,932.64"
"$ 705,980.53",2021,June,"$ 652,462.40",8.2%,"$ 53,518.13"
"$ 697,872.24",2021,July,"$ 705,980.53",-1.15%,"$ -8,108.29"
"$ 728,139.38",2021,August,"$ 697,872.24",4.34%,"$ 30,267.14"
"$ 683,694.97",2021,September,"$ 728,139.38",-6.1%,"$ -44,444.41"
"$ 669,045.05",2021,October,"$ 683,694.97",-2.14%,"$ -14,649.92"
"$ 645,225.69",2021,November,"$ 669,045.05",-3.56%,"$ -23,819.36"
"$ 839,247.62",2021,December,"$ 645,225.69",30.07%,"$ 194,021.93"
"$ 713,271.96",2022,January,"$ 839,247.62",-15.01%,"$ -125,975.66"
"$ 578,968.40",2022,Febuary,"$ 713,271.96",-18.83%,"$ -134,303.56"
"$ 742,171.54",2022,March,"$ 578,968.40",28.19%,"$ 163,203.14"
"$ 707,078.97",2022,April,"$ 742,171.54",-4.73%,"$ -35,092.57"
"$ 741,892.81",2022,May,"$ 707,078.97",4.92%,"$ 34,813.84"
"$ 724,610.97",2022,June,"$ 741,892.81",-2.33%,"$ -17,281.84"
"$ 742,946.53",2022,July,"$ 724,610.97",2.53%,"$ 18,335.56"
"$ 751,922.25",2022,August,"$ 742,946.53",1.21%,"$ 8,975.72"
"$ 727,533.63",2022,September,"$ 751,922.25",-3.24%,"$ -24,388.62"
"$ 738,796.13",2022,October,"$ 727,533.63",1.55%,"$ 11,262.50"
"$ 665,444.69",2022,November,"$ 738,796.13",-9.93%,"$ -73,351.44"
"$ 856,281.59",2022,December,"$ 665,444.69",28.68%,"$ 190,836.90"
"$ 750,118.59",2023,January,"$ 856,281.59",-12.4%,"$ -106,163.00"
"$ 639,408.20",2023,Febuary,"$ 750,118.59",-14.76%,"$ -110,710.39"
"$ 714,762.11",2023,March,"$ 639,408.20",11.78%,"$ 75,353.91"
"$ 669,464.53",2023,April,"$ 714,762.11",-6.34%,"$ -45,297.58"
"$ 650,936.57",2023,May,"$ 669,464.53",-2.77%,"$ -18,527.96"
"$ 647,984.40",2023,June,"$ 650,936.57",-0.45%,"$ -2,952.17"
"$ 700,555.25",2023,July,"$ 647,984.40",8.11%,"$ 52,570.85"
"$ 701,373.98",2023,August,"$ 700,555.25",0.12%,$ 818.73
"$ 711,049.19",2023,September,"$ 701,373.98",1.38%,"$ 9,675.21"
"$ 726,522.04",2023,October,"$ 711,049.19",2.18%,"$ 15,472.85"
"$ 688,319.43",2023,November,"$ 726,522.04",-5.26%,"$ -38,202.61"
"$ 855,768.09",2023,December,"$ 688,319.43",24.33%,"$ 167,448.66"
"$ 718,530.08",2024,January,"$ 855,768.09",-16.04%,"$ -137,238.01"
"$ 681,551.61",2024,Febuary,"$ 718,530.08",-5.15%,"$ -36,978.47"
"$ 761,779.31",2024,March,"$ 681,551.61",11.77%,"$ 80,227.70"
"$ 687,860.86",2024,April,"$ 761,779.31",-9.7%,"$ -73,918.45"
"$ 689,604.36",2024,May,"$ 687,860.86",0.25%,"$ 1,743.50"
"$ 710,483.41",2024,June,"$ 689,604.36",3.03%,"$ 20,879.05"
"$ 701,572.54",2024,July,"$ 710,483.41",-1.25%,"$ -8,910.87"
"$ 685,711.51",2024,August,"$ 701,572.54",-2.26%,"$ -15,861.03"
"$ 693,492.89",2024,September,"$ 685,711.51",1.13%,"$ 7,781.38"
"$ 704,978.52",2024,October,"$ 693,492.89",1.66%,"$ 11,485.63"
"$ 690,632.10",2024,November,"$ 704,978.52",-2.04%,"$ -14,346.42"
"$ 877,366.72",2024,December,"$ 690,632.10",27.04%,"$ 186,734.62"
"$ 346,092.23",2019,January,,,
"$ 290,379.95",2019,Febuary,"$ 346,092.23",-16.1%,"$ -55,712.28"
"$ 349,033.64",2019,March,"$ 290,379.95",20.2%,"$ 58,653.69"
"$ 331,562.20",2019,April,"$ 349,033.64",-5.01%,"$ -17,471.44"
"$ 334,398.43",2019,May,"$ 331,562.20",0.86%,"$ 2,836.23"
"$ 321,431.78",2019,June,"$ 334,398.43",-3.88%,"$ -12,966.65"
"$ 340,273.40",2019,July,"$ 321,431.78",5.86%,"$ 18,841.62"
"$ 350,947.18",2019,August,"$ 340,273.40",3.14%,"$ 10,673.78"
"$ 326,653.86",2019,September,"$ 350,947.18",-6.92%,"$ -24,293.32"
"$ 349,557.81",2019,October,"$ 326,653.86",7.01%,"$ 22,903.95"
"$ 333,724.30",2019,November,"$ 349,557.81",-4.53%,"$ -15,833.51"
"$ 452,416.60",2019,December,"$ 333,724.30",35.57%,"$ 118,692.30"
"$ 386,104.84",2020,January,"$ 452,416.60",-14.66%,"$ -66,311.76"
"$ 369,096.82",2020,Febuary,"$ 386,104.84",-4.41%,"$ -17,008.02"
"$ 420,183.49",2020,March,"$ 369,096.82",13.84%,"$ 51,086.67"
"$ 393,799.10",2020,April,"$ 420,183.49",-6.28%,"$ -26,384.39"
"$ 421,783.19",2020,May,"$ 393,799.10",7.11%,"$ 27,984.09"
"$ 399,689.61",2020,June,"$ 421,783.19",-5.24%,"$ -22,093.58"
"$ 411,550.98",2020,July,"$ 399,689.61",2.97%,"$ 11,861.37"
"$ 389,909.80",2020,August,"$ 411,550.98",-5.26%,"$ -21,641.18"
"$ 424,954.60",2020,September,"$ 389,909.80",8.99%,"$ 35,044.80"
"$ 434,730.16",2020,October,"$ 424,954.60",2.3%,"$ 9,775.56"
"$ 365,148.37",2020,November,"$ 434,730.16",-16.01%,"$ -69,581.79"
